2000 10000
1095 992 98
655 679 71
1989 1167 81
805 559 65
499 679 80
110 1488 52
929 1671 45
75 1659 45
1193 769 28
1490 547 34
1951 1994 26
949 649 5
671 639 73
1804 1796 32
1168 295 63
647 405 3
1598 1686 26
594 114 37
1690 1659 7
469 1149 54
302 1453 48
1127 754 49
984 1425 40
8 1229 37
1591 749 84
205 1396 42
307 1346 28
433 292 42
921 1982 53
1827 451 3
1280 753 56
1079 233 62
1880 1569 87
1319 1577 17
555 1520 66
439 1725 15
1080 32 13
1759 817 6
553 1739 40
1005 1918 92
607 1551 97
14 630 30
527 862 51
114 182 28
1282 737 48
1199 1528 73
865 608 58
1878 720 27
1535 1273 18
1174 278 37
1265 1238 88
462 1604 70
243 132 33
1594 598 67
873 1880 4
1673 1431 33
197 297 93
754 527 13
833 62 86
1002 1236 17
738 502 7
377 1316 11
999 1911 95
483 1857 93
149 731 73
904 404 57
1188 953 54
81 1708 81
45 893 43
1283 1895 79
799 986 33
1905 1715 1
967 1066 65
162 1901 22
1954 50 5
1979 1307 9
1435 495 15
1540 928 23
172 974 68
514 257 15
444 1408 1
1229 1665 69
1681 984 35
45 1146 37
267 1453 39
1571 1784 98
1632 1571 94
646 1463 22
1720 1635 48
39 501 57
253 945 17
1806 526 82
1074 208 19
1760 605 17
348 872 22
1339 796 6
1636 780 29
429 1426 92
503 1498 27
1902 1537 28
1559 1790 26
975 1948 4
409 1022 64
827 1135 70
1095 1483 94
817 822 90
322 811 70
103 1240 48
994 95 98
1873 1998 35
900 1909 78
1577 884 78
1133 1645 1
896 824 36
1265 1920 71
1211 737 46
1952 1411 57
1122 1514 49
421 861 45
1571 734 95
257 1986 4
1086 1916 40
1864 1049 86
1664 1945 62
951 1563 82
73 774 71
18 1078 83
1126 552 49
1475 974 10
271 897 96
1065 1154 83
120 241 99
59 105 48
1996 121 45
758 1424 60
1791 1497 86
1562 1868 65
1096 994 17
144 469 43
406 740 40
1401 157 95
383 277 36
1633 337 93
1932 333 14
177 1443 38
688 1235 87
1974 1149 55
338 245 2
1606 389 71
1849 795 64
988 197 21
1634 932 51
521 566 40
1513 498 73
626 1027 69
1515 1716 56
1902 1690 5
508 380 50
109 338 39
180 187 87
1695 1528 36
1367 1162 20
1317 1684 86
1956 1549 37
1281 176 16
401 43 32
756 1945 74
260 454 6
9 915 45
499 1447 84
137 1142 12
1972 862 27
1444 531 63
1481 488 12
17 121 40
285 874 84
1916 1630 81
1942 1890 87
699 251 3
1443 750 50
727 888 93
1890 1212 7
568 1008 38
930 490 78
1194 859 51
1633 1144 25
468 1413 55
1249 1355 97
835 54 48
1337 1850 51
1287 929 91
731 819 55
1037 1740 64
1874 1022 54
1904 216 13
54 202 10
1079 670 23
1733 1919 78
982 1107 84
481 444 86
731 1731 15
221 814 87
1276 1851 27
1691 78 49
244 1982 18
8 36 20
917 1467 42
1239 1553 62
1268 535 69
1704 1016 65
1989 1748 49
1204 321 63
1590 1949 67
68 1640 97
1568 236 31
1285 245 19
1556 1162 87
498 754 40
1711 22 75
31 1726 43
795 1716 43
1995 1272 17
1658 1214 66
1876 1282 59
524 1202 95
1154 488 92
172 396 55
658 894 61
1049 957 83
1975 988 62
1918 136 30
312 131 2
1028 141 68
46 17 2
704 893 4
1950 47 44
1442 572 41
448 1582 87
208 632 45
342 607 33
203 877 21
132 1542 53
1685 570 94
452 616 64
853 1672 57
809 1623 57
1252 1417 29
444 1865 11
531 425 43
1927 767 3
1959 971 32
832 1455 74
1484 1493 97
277 297 13
1792 1503 38
1849 312 61
305 1916 78
1685 361 95
295 1244 20
1890 1171 87
444 1482 10
1875 314 18
1201 1798 11
1097 428 60
1961 220 63
498 421 27
1010 1078 44
939 763 57
733 1059 1
1304 1301 72
291 1745 6
952 1620 21
1069 1173 71
1031 622 99
1291 584 72
1405 1434 45
1832 797 24
527 88 39
1583 1174 50
235 478 51
58 769 96
1363 74 69
1335 1143 42
1106 527 65
1656 1818 1
779 1575 87
324 1759 36
1299 286 25
1389 221 99
539 456 77
989 866 99
1537 582 73
1705 1917 68
1398 1375 95
1362 1032 65
614 163 93
1653 839 52
1488 138 39
1412 1880 12
862 419 21
439 1760 87
1489 1297 69
613 1002 87
1232 401 62
27 115 46
1343 730 10
235 735 49
887 223 40
177 1636 20
1688 850 91
8 1641 51
1195 1130 49
1315 95 3
1353 1328 4
767 1707 72
1212 1402 54
173 1638 89
1974 877 12
1913 1406 100
84 1094 51
674 1455 44
1376 1002 75
1024 317 22
379 23 50
1782 790 9
5 354 12
958 880 2
998 854 31
910 1119 37
1161 1203 83
263 229 38
1007 1605 40
1233 982 10
1554 1361 33
1556 1495 23
1616 1853 29
727 811 9
180 162 63
862 1424 82
598 585 37
1781 849 18
418 208 76
410 1441 58
719 1347 71
1051 903 18
525 520 71
353 1599 35
1062 132 97
624 994 21
1658 1593 6
246 1726 7
1064 496 67
191 906 8
300 1625 56
1770 676 11
1439 1201 83
610 1907 35
944 969 19
1440 1593 13
1360 1603 58
217 1850 36
276 1266 33
542 1809 39
602 109 65
9 231 93
671 1670 47
1854 280 54
1340 1224 75
958 1016 20
1922 728 24
480 946 26
1115 1574 44
247 116 53
638 1070 62
302 1079 93
1346 1751 63
1944 1957 44
449 1297 20
1923 255 89
1343 177 17
366 1009 15
1943 477 89
786 1076 58
1438 1714 28
199 368 60
1543 1715 11
205 11 68
1500 461 17
372 384 72
260 1727 1
1228 445 63
1143 388 40
983 1526 16
1292 964 31
672 1515 99
1131 1410 66
1693 1968 78
1860 1820 91
1676 192 75
99 804 55
1051 385 52
1365 1880 93
1804 863 19
1672 508 36
1254 1180 3
1204 311 14
1222 4 82
1251 216 2
1741 244 47
967 695 3
273 98 88
377 1464 68
869 1620 84
1239 1644 92
926 898 72
129 455 35
1094 1677 91
1675 928 59
428 1021 3
1726 1988 98
181 614 48
668 991 12
1388 1860 85
1323 1451 29
1414 378 80
1037 507 35
1323 1601 12
1613 1628 92
471 408 13
1925 135 53
74 668 67
321 1688 58
385 1076 70
69 399 22
1749 165 100
328 1554 7
1362 877 60
425 842 88
416 1313 96
1780 1238 83
1133 1664 51
1451 1986 40
409 371 68
1578 792 20
551 541 37
1550 870 92
1056 584 69
515 1010 12
1954 1778 77
1802 1559 68
136 1044 32
787 495 18
1478 1256 41
1597 1187 85
468 1738 27
1505 1289 49
96 697 33
1916 1565 43
579 1519 74
556 1673 85
475 1810 29
1706 949 76
1276 779 85
1568 376 72
653 1197 62
279 702 3
1127 1150 1
911 1418 18
1706 1998 89
279 906 63
763 1381 73
643 1439 74
1370 715 53
1354 284 81
877 1289 78
139 1920 32
1393 1399 34
993 310 53
862 16 3
251 295 9
1313 1410 42
537 53 81
710 1424 97
14 1130 33
1694 8 74
572 499 94
855 1892 93
289 1238 3
1141 100 72
343 703 67
803 368 30
644 905 83
1924 1967 59
272 1981 90
1256 1676 50
1529 600 49
1722 1455 93
1666 1744 83
1569 1237 36
1840 1580 39
758 735 8
1439 1379 65
174 1304 85
332 1928 66
1973 1185 94
1622 1066 46
122 1141 54
867 807 50
849 728 88
1284 920 20
775 31 56
282 1470 87
1398 1644 43
482 329 72
1900 302 9
1345 277 75
1743 751 16
1596 1618 76
1545 820 4
1084 456 25
204 1231 56
411 1865 26
1997 1264 23
1240 98 52
763 350 54
1471 1696 31
1597 1439 35
865 1387 53
940 932 73
95 369 30
1819 573 13
1926 1336 79
1152 1333 95
374 925 45
277 1688 96
130 1511 44
613 1461 35
1847 326 22
1051 1618 6
1076 1713 75
1205 1533 100
917 1459 36
847 963 22
41 1689 47
1686 1966 88
33 449 99
76 1414 60
1910 1613 38
1483 664 56
1988 1740 70
1215 1297 55
1014 567 14
150 1414 30
971 1808 19
1069 1846 38
856 1879 87
507 1955 53
1618 217 66
1056 1700 82
111 40 75
880 1255 72
1886 270 91
0 772 6
1781 95 66
899 1516 12
688 373 91
926 1232 98
578 850 67
1843 1906 67
125 18 7
851 1250 15
522 1137 37
1113 1489 9
1470 1270 56
1987 521 72
1998 1210 97
240 136 29
789 1067 80
1555 910 38
373 1387 8
879 238 59
1345 1113 48
81 578 89
1589 400 11
1896 387 84
1720 737 94
1916 1329 83
1697 118 50
328 25 12
865 398 52
1773 1629 90
283 975 55
282 1056 33
122 998 33
1232 894 72
1215 614 9
761 883 38
795 580 56
1544 1260 33
1907 125 31
1658 250 61
0 885 36
1454 1167 92
1839 1289 42
623 873 37
1795 441 3
1703 1202 86
1293 1997 18
1000 1893 78
733 1800 56
863 1459 6
975 1459 92
1710 1265 11
1854 1456 1
995 80 26
1383 1875 67
738 1930 69
975 1223 18
1793 576 11
222 1309 12
777 172 23
1935 1500 34
1978 1210 99
1188 1416 8
40 764 88
1766 147 15
284 1237 97
5 213 73
1722 358 49
1685 580 58
1096 1710 82
670 1997 82
1703 1975 45
353 1515 13
460 1556 77
999 1674 77
1413 310 14
462 315 27
734 38 85
1934 1723 18
91 1171 80
1124 193 29
1658 1896 4
1754 601 71
1266 1414 79
1543 413 5
319 179 16
684 641 31
911 1727 69
1847 1661 44
1716 104 67
1295 1580 60
1575 1238 8
1478 992 10
1601 259 76
1279 154 41
984 825 20
999 1509 13
1681 772 40
402 620 53
845 336 57
812 1984 38
1323 1559 28
1731 1390 73
1092 1343 32
1867 622 38
1407 1958 63
1127 1309 24
191 991 97
983 1393 17
1435 590 5
344 1754 41
833 1078 53
560 809 95
1632 1901 38
1315 120 12
1504 1527 71
518 1006 80
1042 1198 23
338 533 68
606 320 59
1562 1016 65
855 1849 43
1707 762 4
301 746 57
590 414 77
1501 1918 5
723 437 63
1255 1831 13
777 521 46
45 1127 19
255 1041 35
219 1896 37
1614 1955 51
1817 256 97
274 1198 11
850 700 82
1306 1423 71
769 678 54
1781 1808 75
1679 205 2
1897 460 43
1483 1031 92
919 645 47
1469 463 56
1118 1089 54
1180 291 6
1161 1598 82
283 719 60
1236 500 20
710 531 25
1663 780 37
1658 264 69
1549 1183 14
1747 1005 29
202 123 18
1856 1303 10
913 817 60
1394 1100 79
906 689 31
225 1399 63
102 1063 43
438 1073 59
1806 974 43
172 721 100
1352 924 23
1270 1132 26
1831 45 43
1990 1792 96
1220 698 85
1302 1275 36
1564 1377 51
959 168 24
969 326 98
1811 850 20
362 203 44
684 1473 28
662 1656 73
1456 1998 17
1351 1218 15
287 520 43
623 437 72
373 1748 40
1197 717 19
1346 881 69
1865 1243 72
1660 280 97
587 942 53
1912 398 3
1028 102 73
1195 389 94
989 1012 83
160 1386 83
1852 935 52
222 281 85
1090 499 29
162 159 61
1058 1099 3
1963 1363 53
865 743 55
1338 290 97
683 1279 9
817 1792 47
1051 1996 82
2 218 16
187 1308 15
1967 1822 26
27 1233 77
1381 1196 40
1485 413 84
1340 103 74
1936 1138 6
1896 1955 98
1595 1006 46
228 1361 64
1143 1900 24
909 219 47
835 598 80
563 1979 28
1303 1464 41
1138 1156 45
911 1444 83
668 1341 91
217 1288 49
1762 1516 10
1525 660 62
949 1921 81
547 1108 79
1026 1672 10
1053 975 75
1845 113 83
741 1376 28
776 45 21
766 614 9
466 377 25
1528 254 37
489 1555 59
1670 102 67
1800 1480 91
1910 885 66
1836 731 31
1270 1824 8
149 600 5
369 1718 19
229 185 48
1606 1713 55
1994 202 62
304 224 17
1371 25 97
461 287 35
879 475 66
1409 1745 42
1668 1895 43
1972 616 61
1243 846 46
1242 804 59
1496 798 14
1658 1455 38
626 1178 15
722 1991 54
56 870 29
473 632 75
715 300 70
1909 625 86
469 220 84
1567 1814 40
25 1311 91
1390 1321 46
628 1947 24
594 1021 15
848 1430 86
1576 1903 70
50 970 70
771 879 47
109 1349 19
292 1268 34
1632 1293 97
122 1036 70
67 16 17
1542 610 90
656 1810 20
993 1387 76
1962 1789 98
1584 913 78
182 1022 79
1001 1314 47
1634 1298 92
1930 1772 28
1899 191 96
167 1733 7
1808 742 69
880 1735 8
1855 50 50
504 1986 63
1681 168 85
911 1521 51
1409 1507 2
1201 1437 74
380 1688 18
1928 207 3
1734 16 45
54 896 33
1762 1103 35
1611 1607 21
373 1641 41
509 552 63
311 1962 70
1412 1515 60
638 247 100
55 175 8
1557 261 76
154 316 24
838 430 79
1572 41 38
644 766 79
1884 1275 84
998 1586 98
1620 999 65
31 1989 64
130 396 40
789 305 53
1816 459 21
91 1297 51
1469 1221 92
1159 1865 58
137 1750 85
372 1100 72
921 720 23
985 1103 64
1649 1586 60
840 727 65
644 544 77
765 635 26
1667 457 48
611 1616 13
320 105 63
1305 830 16
228 1751 88
502 1089 92
765 738 78
1424 1930 5
740 926 1
516 1691 89
1942 1711 46
589 322 14
1453 642 71
1716 299 1
1783 527 53
570 1029 42
461 146 32
290 1922 14
847 663 40
1947 1531 84
387 1825 95
932 766 17
1797 220 11
768 288 11
920 71 38
472 641 20
1465 1455 66
1548 97 41
1561 944 56
853 1244 87
1836 1631 65
530 916 31
1898 713 3
1908 1833 91
218 754 14
1056 1578 8
1627 1396 63
344 1296 12
984 1210 57
639 63 53
178 1899 84
1894 781 52
376 679 18
1079 939 51
421 1158 57
1835 566 88
594 193 36
456 889 32
767 1874 42
375 865 57
1227 1395 56
63 1641 89
1814 18 20
631 1449 60
1634 1870 18
1742 57 36
1429 651 81
1216 1459 70
1948 579 96
241 1306 62
598 886 9
1205 949 51
594 1115 21
1013 99 70
724 1733 92
1241 1475 2
676 1257 5
1008 825 65
1878 1125 96
973 1367 2
1286 317 40
995 1522 89
697 468 57
417 1834 56
1586 558 41
1329 152 68
1130 1180 77
1935 189 3
551 419 28
1746 1392 47
599 679 64
339 26 39
1379 1075 7
1535 1492 93
142 1430 4
834 759 8
1002 242 88
778 177 29
1380 728 48
1460 826 93
906 1777 72
670 116 50
308 1848 25
766 1735 69
1411 1878 51
614 712 62
673 66 4
1560 845 81
1341 577 61
1540 389 39
1132 1296 17
1403 318 85
404 978 33
480 1744 69
400 1507 99
1750 473 63
212 1146 30
915 1059 27
148 400 56
108 1940 46
1247 1425 42
515 1180 60
1899 1585 38
1484 417 34
452 818 94
2 568 67
616 780 14
945 48 25
823 196 77
1279 304 69
124 1903 94
617 418 75
1428 670 60
1217 154 77
1102 958 95
495 1312 16
714 1928 96
79 874 44
503 49 92
1679 1328 49
1147 1804 52
41 421 23
115 201 45
126 1418 99
554 873 9
1801 1720 21
1616 434 49
563 513 75
1559 1016 25
1102 695 5
950 195 10
702 588 83
1576 1055 85
1120 1181 55
1170 87 80
178 240 1
850 208 35
1450 772 49
925 683 17
801 1785 65
357 736 60
1366 1790 48
1501 1366 3
1837 838 36
1943 8 75
923 186 16
1623 1388 24
1109 838 48
1109 115 31
126 1268 69
190 1626 57
449 1344 47
1648 845 65
1902 682 3
1689 626 63
1563 1901 1
1678 1524 89
2 985 27
1449 95 43
1932 221 11
552 411 37
1908 1212 34
1406 1212 79
270 1466 14
324 1155 40
386 718 41
986 749 17
974 1103 2
152 904 49
1094 836 70
1657 1740 33
1845 1648 97
1378 1406 61
1757 1676 27
1522 352 82
1561 738 53
1853 1724 2
21 1050 5
1174 1203 9
423 649 98
244 306 38
829 504 39
625 1882 45
338 1991 74
1164 1513 26
1498 1426 65
550 1631 41
703 1652 44
1959 1179 99
119 1602 48
1116 198 7
206 1027 11
944 1653 45
1440 343 37
1613 1507 2
139 1357 29
1755 259 60
1447 962 65
190 1273 44
488 1393 46
1788 509 44
1394 1067 24
1504 11 29
200 1804 72
536 1417 79
738 1556 37
718 1663 96
1977 1111 11
1241 1301 84
36 142 77
81 1930 39
677 1324 6
300 1180 70
1928 1380 74
1899 269 43
1729 1359 52
917 77 15
365 406 26
775 0 80
810 36 22
1887 470 4
177 1499 28
1534 151 60
903 79 92
428 330 61
1371 411 72
222 1329 1
1088 1694 8
1066 821 60
345 1631 96
118 1870 66
1821 47 17
848 1582 68
1759 837 99
50 1618 29
963 1341 93
1586 1915 22
287 1003 68
1394 69 89
1205 414 72
700 532 43
1018 705 42
834 1553 76
802 1664 14
1552 67 84
281 1382 25
1773 968 40
946 1607 43
1813 1353 13
1853 558 79
1524 1259 64
1418 629 69
1360 1815 75
1235 969 91
300 522 58
983 803 40
1007 928 61
946 226 68
241 391 22
1253 244 80
1383 120 91
46 1891 72
1767 1251 88
1041 838 57
331 1491 79
41 474 34
1132 1834 14
1192 780 40
1212 1021 31
585 626 27
516 362 100
1707 760 91
1878 527 42
217 1920 32
1174 604 23
652 645 98
1638 129 84
1551 1322 16
1691 886 90
573 1471 16
52 339 30
1651 46 91
1141 277 18
234 494 91
165 20 95
1940 673 92
189 663 21
272 214 95
1487 257 33
76 1183 4
1644 1235 44
1573 886 42
263 379 71
1833 613 18
1675 1130 38
1769 1070 11
1212 1259 26
784 1883 41
1679 1371 50
1811 1799 33
1767 1443 68
62 1017 6
755 1632 85
1726 1817 50
1895 1492 33
1732 1613 3
595 825 15
120 1610 50
1860 1641 21
210 1804 73
1742 1571 16
862 1985 85
867 741 70
1604 819 87
1305 714 80
137 446 45
392 1393 23
1906 1514 33
7 1726 26
1480 1936 30
752 31 54
1467 1245 91
1904 464 84
1973 420 3
1859 1726 69
1590 1863 68
935 255 61
1457 513 27
1941 521 54
66 1 42
347 753 25
552 572 22
743 476 87
26 449 7
481 661 33
1 251 49
320 1538 4
1681 995 70
1259 1288 91
212 1354 44
1806 54 49
1430 606 21
1004 1701 98
690 80 99
1148 561 60
1333 914 64
1381 1235 2
36 1268 98
1205 527 38
1247 1092 45
1290 898 99
438 680 57
511 1684 11
1060 726 91
58 1875 4
70 1208 18
333 941 53
486 977 21
1635 535 49
73 1782 93
217 1425 91
415 215 23
1923 726 60
1133 1786 86
423 1845 13
626 267 73
96 952 14
448 1438 44
69 1074 31
569 1147 65
513 1364 90
1355 131 6
877 54 32
788 1540 19
1074 315 16
1586 1294 35
1659 1390 87
1024 1838 25
1367 259 99
597 1180 46
1962 1693 62
1103 1400 93
460 630 100
192 1418 92
62 492 7
129 431 1
463 442 91
1749 1466 82
473 1186 41
624 135 74
1921 449 19
583 1905 20
1727 365 50
1278 909 68
369 1323 13
1776 1452 96
828 267 38
919 368 56
1552 1194 94
92 1818 82
517 1739 83
636 322 88
507 402 54
656 1680 63
575 50 39
987 178 91
182 1006 11
171 277 79
1979 1829 73
1324 274 91
805 791 83
1088 1779 57
1275 286 59
180 942 40
1995 1518 42
1133 857 20
75 1392 78
1285 1563 56
1216 1894 37
1988 1219 11
931 376 55
1965 1464 34
1321 1092 21
1432 1624 15
871 1971 33
1064 1104 43
1435 1532 35
1164 1169 50
819 385 45
1008 726 16
1118 9 92
372 1974 9
1406 1647 53
1078 1079 29
1692 302 1
177 1366 57
1519 1153 89
253 318 11
1254 1489 96
1798 497 74
265 1616 35
1109 340 61
1769 98 9
1873 1176 88
1601 869 43
1653 1046 9
810 565 15
1498 1170 33
1708 424 22
656 575 72
681 1192 88
716 301 80
1428 422 79
1436 295 55
876 249 76
618 1902 74
78 712 91
692 563 61
1976 623 38
398 1631 13
21 313 57
1260 1381 59
839 809 33
517 598 29
1724 1474 30
151 444 32
1625 522 97
15 1567 60
1928 1543 83
617 293 15
1881 314 80
337 1574 61
1447 766 22
980 1635 72
1160 1711 98
1589 1863 42
272 1840 17
1668 207 84
1627 487 79
562 1104 73
776 985 39
7 1323 66
267 770 32
40 102 67
412 1262 79
609 1203 42
1603 1476 82
1119 1144 41
554 1124 29
1532 1686 33
1156 814 19
1095 821 94
960 1440 16
1943 1832 19
209 244 33
187 1206 37
380 809 13
413 280 57
654 834 33
1382 718 19
1566 1875 85
384 1322 58
1229 634 98
845 577 83
915 1138 27
247 1326 85
783 58 94
1147 472 26
656 1478 60
1288 1212 79
1959 778 6
1443 1515 80
101 744 14
550 1941 43
832 856 81
1359 1456 59
1795 239 18
1041 1387 42
566 43 20
926 1683 32
356 1642 62
1661 1086 77
992 1187 22
605 89 15
1499 922 72
1531 281 28
890 428 19
659 1469 58
1252 36 53
971 962 37
254 1670 79
667 1683 17
244 675 56
917 1632 46
1531 1131 68
1002 662 1
281 1904 29
1800 563 99
1409 1815 35
1062 1138 49
398 1744 19
1728 412 54
145 1008 29
100 1925 61
145 1456 44
1112 811 58
712 1444 63
741 1596 78
591 1006 46
477 68 36
1325 466 33
195 546 45
748 691 5
328 792 30
1540 937 38
1883 402 49
1240 1114 94
854 207 42
1032 1150 48
1729 1627 16
1564 1304 34
1496 1851 81
192 951 24
1896 1279 16
1877 819 6
1315 1054 8
1915 647 74
1608 1501 34
1250 885 84
249 614 64
1317 531 68
850 27 20
1282 572 71
406 468 3
673 346 74
1878 13 81
1485 1928 28
911 1889 81
544 1491 67
1679 1740 33
442 1057 16
510 260 96
781 1894 68
3 300 88
857 1326 34
531 1204 47
1611 1042 28
1338 1953 17
1270 849 8
88 528 48
1873 971 58
188 1833 18
883 614 64
150 969 65
238 1827 43
1023 358 47
1822 321 41
549 11 46
1517 1281 95
1624 1370 24
1823 1243 47
1080 1783 80
949 667 94
713 1169 63
1129 1759 42
871 1135 100
169 1309 73
510 210 84
1155 1727 18
1002 1351 88
1025 1526 83
371 959 66
1550 1908 85
1695 973 7
809 102 18
1751 1325 53
1402 1847 62
1375 709 72
1710 216 51
1327 1218 54
666 243 81
1248 966 40
1966 868 100
1702 915 74
960 1725 28
1978 1828 6
482 1582 53
296 957 62
319 1020 30
70 347 49
1523 1014 44
503 614 11
794 580 31
994 635 47
519 1595 24
498 1925 4
1803 408 86
1307 704 96
1520 1375 16
1950 1445 15
1598 969 29
1841 1824 44
1403 971 76
186 1965 11
1884 836 59
1307 1334 84
1262 1138 44
447 797 100
942 318 76
809 620 21
1024 218 42
604 411 19
447 167 90
1575 353 7
1337 237 43
695 1896 77
331 1158 67
726 1957 17
1826 900 35
301 61 55
573 1085 25
167 42 36
1937 489 55
326 416 60
1032 1754 97
926 801 45
154 1484 55
873 211 13
389 37 65
223 690 26
1029 1615 64
53 1782 6
1840 71 47
147 397 64
806 1781 70
55 1059 71
1199 1214 8
1854 87 19
818 476 56
682 1051 98
959 80 13
322 485 48
79 677 19
678 824 69
1693 1631 50
462 1686 10
384 1237 76
1791 1443 63
1409 261 91
1416 943 42
113 255 74
778 929 11
1225 1009 88
95 39 65
1363 1732 96
413 194 34
874 930 71
549 722 67
663 483 28
1253 1900 24
894 365 79
1319 1143 8
229 720 69
1816 816 8
580 179 40
1327 944 86
112 1818 17
135 719 91
1601 1382 74
1328 635 26
351 1881 44
1981 1200 87
189 1429 60
109 1598 76
1717 530 7
1408 1858 52
1294 322 22
462 457 42
352 58 76
1077 1739 12
1703 442 45
1046 424 46
1884 965 75
1795 1074 25
522 1143 56
1429 552 66
1632 1846 88
1653 660 46
746 1012 56
1574 89 95
685 144 90
381 1542 66
926 1779 31
1253 1574 57
1177 97 1
1632 1878 5
649 1510 3
1637 1515 63
1082 614 75
1289 188 16
1236 1225 13
1625 1606 55
790 885 86
1272 138 61
828 1667 10
1880 1652 40
1484 301 2
1286 1938 17
1748 1372 83
1574 662 71
1490 250 48
1902 1875 55
208 1017 40
294 289 30
306 1469 97
767 1350 49
1458 834 51
1659 473 41
1727 573 14
410 148 28
1632 1990 78
80 244 5
134 452 22
1425 1098 63
854 1756 32
302 523 34
1051 1981 21
453 1992 94
1793 1720 67
858 130 67
585 1762 57
914 1842 1
1118 328 6
691 105 56
553 959 13
237 1614 88
1270 665 22
1842 1470 14
535 1263 34
154 122 16
1920 1059 31
29 1974 73
381 1092 54
1186 136 59
1794 689 71
1806 1278 85
1045 901 2
266 743 24
1832 1279 87
1117 1785 61
533 57 21
63 86 47
1787 468 91
192 6 27
351 1800 17
173 1958 47
1609 1004 48
62 1622 92
1985 1454 23
1171 572 8
1184 1457 17
256 1872 56
1302 1659 24
1792 204 82
419 555 35
87 1080 45
1385 689 49
1233 751 24
1824 736 78
398 259 2
405 1795 59
1173 51 31
28 1705 43
1703 1498 47
1385 269 54
1571 708 34
1715 93 75
1216 1326 78
339 1502 66
1268 1900 77
770 657 73
80 1831 76
1263 211 82
105 1915 32
1503 1652 53
1456 1223 61
841 1290 6
1267 506 33
796 1197 87
1061 466 88
289 1588 97
961 1668 80
389 931 92
1522 1388 7
153 891 59
1405 699 34
1717 1892 24
122 1159 83
206 1955 32
145 1368 98
1984 1658 38
480 971 7
1160 1712 90
403 1234 79
1209 1739 70
19 1496 22
404 1213 14
79 1688 26
261 246 33
1993 391 54
542 375 12
680 856 35
838 368 48
1927 771 34
405 332 74
127 351 70
900 1107 36
1213 1186 24
1390 1448 70
1523 1793 62
1376 687 89
1239 1367 45
425 205 65
1324 485 88
1458 890 20
1331 1369 23
1052 269 30
1987 1835 17
610 1225 17
1832 1100 62
1445 828 49
1433 67 69
630 845 26
546 169 11
1234 1627 2
253 1310 23
1976 363 45
1157 350 80
1173 1313 57
1341 1145 58
1302 942 38
1951 727 58
319 1357 3
1244 1904 72
1007 1490 52
1660 1743 62
1682 71 25
326 1229 76
1157 754 41
1214 96 38
723 1750 80
1060 53 7
169 724 17
1771 321 73
1895 1328 63
1646 988 58
707 1022 30
132 1349 11
259 858 17
1699 72 65
636 1147 16
867 560 69
1825 729 94
141 501 67
1065 396 95
1479 42 83
1637 1101 5
218 1233 6
380 1492 65
1296 1543 89
661 531 89
128 1398 49
1296 1224 78
1541 1717 31
107 783 79
1 614 73
1235 251 75
1492 821 8
1449 1201 53
265 850 48
1154 1511 80
1542 1639 78
842 1287 54
519 829 72
1402 1288 7
680 1642 21
353 1229 25
1127 721 46
1486 523 100
1690 788 50
1438 294 13
1717 1836 52
1746 1030 91
1000 1550 72
1971 1304 61
77 1984 55
1149 337 84
473 1816 58
619 1655 81
670 1345 69
1219 783 16
1631 852 52
34 599 35
1724 1599 37
596 1922 41
1108 1999 25
1262 1500 15
645 1974 83
1454 945 38
434 1615 84
555 1186 19
970 817 24
1573 851 23
1559 927 74
1095 1523 96
1935 983 47
760 245 47
626 1243 21
308 1049 18
1998 1836 33
1033 391 19
1203 1713 88
226 1638 91
200 1198 19
1773 293 94
1268 581 78
1114 1341 75
813 319 70
133 979 20
751 977 56
1335 10 99
1106 1214 64
1693 1792 2
1484 1993 52
554 1766 98
1499 1387 79
1428 501 72
1603 1666 91
1372 152 70
543 903 100
1198 590 62
596 1696 76
411 1742 69
1513 1226 62
516 132 80
1813 1631 67
43 1060 21
1614 1015 87
1856 739 39
1078 1283 94
1277 833 37
1838 1782 33
1966 193 75
1886 58 53
1799 575 37
1478 740 69
897 784 29
817 750 44
755 959 35
846 37 18
1839 1666 52
1775 1856 34
1760 174 27
1486 60 86
791 211 13
227 42 53
1295 939 89
1775 108 92
1270 1215 51
1505 61 88
1022 1901 6
1725 28 14
210 140 89
537 1627 1
1274 418 65
938 645 7
1342 293 98
531 68 58
822 1691 73
72 1196 35
1711 570 88
1368 296 16
881 506 9
569 1395 36
1022 1021 6
1686 1959 51
744 1654 96
741 185 17
1550 1359 8
1222 1783 4
1308 1846 26
1295 1214 22
1663 447 81
171 1369 28
306 391 50
1211 429 61
1113 1173 15
1661 266 52
277 1816 11
584 1038 46
439 347 92
864 1994 58
1586 1657 6
1518 1828 75
845 486 18
1546 49 47
559 1515 20
873 1176 86
77 1805 54
287 389 92
633 828 91
1176 44 86
934 1982 43
1139 1500 24
1065 698 10
1734 244 12
480 803 27
751 29 55
1288 106 60
1641 745 49
1032 1378 29
1475 907 73
1560 1841 56
1654 1332 8
1929 749 6
691 483 3
1502 963 58
180 66 87
34 1354 93
1693 995 39
93 379 69
1673 206 28
1297 118 69
904 1773 53
12 54 2
169 745 85
923 599 48
481 779 14
67 1165 20
112 1210 15
902 1655 47
1422 1328 53
850 978 72
118 1882 97
1423 246 3
1124 768 49
1309 1691 100
808 172 80
374 592 97
1293 704 8
1560 1958 63
558 1380 44
1410 582 22
733 1053 4
181 476 3
