5000 25000
3849 348 94
2135 4157 58
3691 896 31
1003 4742 96
579 890 27
4612 3478 14
4481 55 42
3183 101 40
2522 904 48
2299 3887 4
2109 4088 52
1054 1223 61
2212 1267 57
1894 2270 52
1790 4201 94
468 3814 24
3882 3295 79
4323 2830 32
162 352 88
4461 2651 28
2516 4760 16
919 815 92
3479 4379 59
3288 1273 29
4191 3063 30
984 3532 44
2607 3766 91
637 3089 21
121 4604 25
508 417 29
1135 4286 89
2203 205 56
4494 37 87
4404 3325 61
232 2516 76
1613 4852 60
457 3811 26
299 4448 68
2972 921 24
996 2782 93
3024 269 79
1165 2472 37
1472 3318 74
1159 2722 99
3471 4306 67
3846 920 71
4106 2729 82
4483 4380 82
4302 2352 4
3725 4701 86
1270 2725 7
1748 242 80
3784 3067 50
857 578 25
2607 4049 31
1873 4247 3
2343 4705 32
2976 4189 13
3058 3491 17
4061 3569 18
4198 4839 96
4604 1587 38
3835 1724 57
2737 3933 35
4361 1541 36
1643 4766 84
4846 3462 89
2129 1438 30
2441 848 74
1458 4909 43
175 459 82
2970 1416 21
2360 1603 97
1168 4340 31
4203 53 24
3990 1697 90
3025 1543 4
414 24 95
4695 2466 43
2468 276 5
3810 1803 16
1343 1126 32
464 4838 88
2660 1006 28
142 1561 34
4165 552 31
4307 3577 26
4262 343 50
656 39 68
4251 3859 96
2755 2670 100
4422 4013 78
1154 829 68
841 4842 74
1220 4984 36
1653 502 40
135 4809 69
160 4071 13
1562 1080 4
1781 331 63
2277 4438 85
928 212 51
2057 2718 80
3024 4911 74
4997 1132 11
4884 4137 13
1675 4273 74
2044 785 45
4108 3699 77
1211 481 60
2173 2758 50
3510 38 63
3860 2095 81
39 119 93
3765 1468 77
2475 2705 66
1687 4380 39
2060 2776 77
2856 1884 28
4733 3095 9
4644 1621 19
3994 131 57
4908 3991 52
2188 382 23
732 4147 92
1760 1622 97
1926 4661 29
2716 3073 6
644 930 90
2272 2015 86
4380 1659 59
599 2005 90
3207 1913 33
2911 454 15
2733 2538 15
376 4299 89
724 1225 3
453 293 76
2958 938 6
3699 3210 73
2536 3942 33
2994 893 90
4935 4101 56
867 2012 10
3534 1097 48
348 1474 99
1488 2198 76
2290 2651 70
1166 1961 8
2323 661 70
496 3197 12
1680 2544 6
4869 2479 59
1324 4699 71
4585 3233 20
385 4933 94
483 1421 45
4511 3712 48
2480 1230 10
2739 3553 23
1208 4049 72
4971 729 16
3276 1951 48
2034 3275 47
4156 4213 80
2376 4598 65
3421 1433 86
1665 944 50
265 4776 80
4474 2515 34
2048 75 83
2819 47 65
2487 3323 16
4634 1710 43
2832 866 56
4263 4594 6
627 4368 92
3412 2385 88
2614 2650 65
1693 3476 32
678 524 8
3713 4696 55
2477 3535 30
4544 4521 40
4886 2353 59
794 1616 5
2651 2243 73
2294 2007 59
2882 4621 61
3246 2667 38
2477 4697 62
3136 3410 10
2490 2239 45
1520 3135 66
3611 4374 71
2921 168 87
1826 4171 82
1450 1466 90
3460 4348 63
3121 3946 82
1258 2775 80
1271 912 42
981 4754 82
577 1274 69
4695 1238 43
1165 4159 63
4252 2337 35
933 3788 53
974 2248 53
1989 369 99
670 2979 26
401 4251 90
4895 1584 45
1628 2161 71
1496 3208 9
739 4374 21
1501 3626 58
2787 911 98
539 3238 99
3991 227 20
2741 2249 100
619 4003 3
4408 3898 87
2952 526 100
4123 2022 9
2883 4113 83
803 615 61
2413 3402 24
4162 3942 62
3160 4285 41
232 2027 43
3931 2646 98
3233 3406 96
471 1359 74
4870 1834 48
2478 4717 62
812 1873 77
2772 638 31
1996 4800 73
809 4313 11
1202 4545 90
3844 4828 88
1841 4413 94
88 4884 5
213 1106 39
2360 3585 9
4973 749 34
3201 3522 72
4832 1870 24
1756 4031 37
2966 233 34
2555 429 14
2494 3622 27
4488 62 11
4192 275 18
731 3988 55
4691 3961 56
524 2163 30
1995 3199 19
103 3583 8
3070 3816 93
1977 598 7
4472 4220 85
312 4283 48
4504 910 17
1587 4898 71
1278 212 78
1802 2375 8
3797 722 59
4768 825 42
4027 247 11
2471 3577 9
4929 3049 29
814 3361 64
1361 4217 75
2677 805 25
4699 2083 37
3176 3886 12
2983 4035 86
2342 155 64
283 534 11
4745 3006 40
3453 2935 89
2734 3749 2
1297 1462 20
2123 4139 77
2848 3838 60
3784 2015 98
3448 1350 86
185 3692 41
2748 328 76
1911 73 34
4650 4879 69
1791 2613 71
3644 262 33
3363 3738 25
239 2938 63
551 1722 30
4748 1522 81
4333 3060 25
426 808 5
2053 4071 31
1686 74 10
606 1865 75
4628 509 89
113 225 79
4737 1816 17
3199 2367 92
1381 3468 14
913 4153 74
4137 4579 35
394 2984 58
1724 1022 32
4285 1629 49
811 2609 11
2599 2722 36
4478 2459 4
646 2011 72
3537 3392 92
4303 4305 45
3128 4794 77
2762 188 61
2820 1912 36
4303 2549 65
2652 3360 26
2862 960 49
4649 1790 60
3252 2436 71
575 2326 15
1366 1629 20
2663 4757 67
3539 3872 55
3751 3044 20
4986 2347 69
4202 1351 30
1028 565 42
1928 1566 84
287 4819 20
2010 1746 98
2124 3113 27
2896 776 85
3462 667 57
568 4418 53
4587 4405 100
2508 3607 52
2437 987 69
4678 2915 36
61 4555 7
4232 1565 53
2082 3689 66
208 2937 94
4444 1399 61
2552 3320 32
3704 2907 37
3556 415 96
3407 4204 36
1527 234 51
4862 1647 6
4368 2232 71
621 4314 13
1338 4522 2
4184 319 2
2696 2871 74
627 1576 81
4315 132 49
2963 4891 53
2598 2770 40
1500 2633 87
3606 3353 19
3628 326 85
3692 1665 8
1694 2201 79
2447 4897 50
1520 1877 78
4852 2544 62
3600 507 5
2905 4457 76
2444 958 61
4982 916 14
4753 896 93
3837 4589 10
3796 1283 11
4074 82 60
2224 1602 89
4653 1454 34
3567 1407 93
2371 664 3
298 3108 61
858 4442 29
1124 4195 25
1716 4385 14
325 3181 49
2487 2256 31
4546 832 85
1187 485 92
4020 4052 99
64 2776 63
566 3074 23
3378 285 17
2106 2761 13
3083 829 98
3648 2506 31
497 4993 87
3779 891 19
16 2078 57
2707 2450 61
3157 2515 89
2919 3081 64
3493 2812 1
3509 1270 14
4073 4353 43
4022 3002 49
2153 4851 94
2539 4982 85
110 4998 16
4518 4057 66
2978 2214 81
567 1485 15
2582 4978 27
1234 3488 97
2647 3913 3
1241 2936 5
989 89 8
3434 3980 90
418 4090 89
2185 4960 98
51 4291 13
1783 1210 98
1597 3792 77
575 1378 17
824 4025 30
1778 1618 18
4382 3959 7
3189 2393 40
3330 4163 82
3470 1349 43
2668 1400 34
4080 4535 44
3329 2485 88
2557 4412 66
1625 236 43
3255 3366 61
524 4100 20
1531 2289 13
2870 1972 28
4651 442 77
2745 3110 29
3778 3542 65
1021 3224 50
4760 781 62
3525 2407 51
4019 2014 17
4779 2538 18
850 421 59
4314 4643 31
1942 4295 26
918 2040 88
3999 2171 31
263 4544 7
364 4305 88
3525 4182 47
3275 3202 61
2744 4333 52
4961 184 73
2171 4498 17
1354 2792 64
979 63 56
66 4062 27
4048 677 24
1254 1041 29
594 4566 11
3692 4194 13
3805 3290 47
1456 4603 83
880 1774 33
4948 3128 26
4663 459 41
1419 1878 55
1697 926 32
1520 3533 73
2000 479 91
311 4171 37
3175 2976 27
373 784 30
2755 1665 57
2340 2965 37
3365 2629 97
2157 400 75
11 3449 53
4894 4970 38
4466 1970 69
1308 3633 93
3697 1809 69
3023 2182 6
3305 1290 23
361 3630 88
1897 3347 69
245 504 69
4119 1867 71
1624 1761 93
4013 2579 15
1882 239 49
1626 3936 10
2994 1960 44
2851 1617 34
4373 1978 16
3861 3875 15
3681 4121 71
3902 4592 38
2572 2568 51
2564 2934 30
878 1168 22
4178 2794 58
4287 2140 70
2931 4992 87
4216 4365 65
484 4578 93
98 3260 66
1569 2162 10
1258 1086 31
2709 2 65
3090 880 33
3711 59 79
3269 698 19
1138 4981 11
625 550 29
3441 1034 7
1485 1132 19
3650 4053 81
1760 312 19
142 3021 21
106 1111 54
2590 4823 65
2868 3092 63
1638 582 45
401 2559 95
3529 2353 29
1235 3838 13
3554 2489 67
4386 601 31
1305 743 52
4577 2201 63
3730 1143 38
4294 4011 82
557 2001 65
3153 2402 76
1299 931 29
479 2167 20
791 2073 9
1509 1459 62
2539 4116 57
2942 46 10
4457 3776 53
794 4423 16
1576 1332 17
4292 4485 20
919 784 51
4900 2615 70
2719 3406 43
4379 1268 55
1640 159 23
2348 3102 69
257 2559 98
661 4705 21
76 1281 53
1492 1925 90
311 4197 26
1414 4097 41
4683 1816 99
1378 1195 19
884 4187 79
858 1535 33
4527 3144 92
4676 3805 49
2896 3881 83
3800 373 8
541 2037 5
4418 3451 54
910 4486 70
808 2216 65
4679 4452 52
3709 311 39
841 4838 83
1884 4514 40
2632 3762 21
1014 3914 47
2674 4455 84
3530 225 87
3484 1135 25
253 3295 42
4570 2974 94
1721 1683 5
1760 3876 95
1294 760 61
4634 3393 23
1854 759 89
2152 3433 44
3135 1964 21
273 448 56
1898 2053 52
2091 1623 26
1736 4697 62
341 2809 38
1487 4103 51
2148 89 44
2922 3296 55
2611 448 89
3106 4936 5
3827 209 5
682 3459 58
2185 550 34
1663 2287 31
2824 3980 40
4213 1819 43
1363 3967 33
3258 3242 29
913 853 29
3353 311 65
2757 490 75
3961 1173 86
3570 4710 37
4803 1373 76
733 4197 8
824 3411 27
19 1126 47
4303 4385 89
531 298 94
4911 3 5
2876 2760 96
2402 3073 21
387 1643 31
275 2799 5
2450 4884 54
1309 709 17
636 728 44
1634 31 29
4522 1914 79
967 1825 82
1371 1053 94
3618 3455 67
3390 195 62
2873 470 13
2377 4273 98
3782 582 59
4951 2570 87
894 4204 70
2574 78 36
904 1045 13
4237 3769 67
330 2387 74
848 2130 21
4361 3 92
674 3732 17
3223 2514 51
1481 2465 74
1819 4711 78
3540 3637 9
2175 893 54
339 130 23
3205 1812 63
2231 4012 93
1451 3374 96
2494 400 28
2810 4975 94
1413 1456 60
2586 4627 23
2963 3167 61
4771 1694 54
3977 2033 37
599 1591 49
2313 3822 14
4805 1625 88
2300 4120 40
4879 3282 15
4973 4695 23
3884 2281 50
2506 1597 17
1118 2720 63
624 1697 96
260 3649 87
3060 962 61
4873 2120 87
1412 4420 59
4703 4300 41
1617 625 37
1339 4509 70
688 2015 19
4556 4486 40
1470 110 89
4066 1722 90
4604 1134 53
317 2360 73
1303 3772 45
4113 4828 97
3853 1445 22
4641 4137 83
4063 4825 99
81 734 85
172 3556 47
1961 3974 69
3750 3579 3
2854 248 63
4078 2903 88
1075 2016 16
3723 869 13
1997 1863 50
4779 926 28
4577 2359 14
213 2532 70
959 4493 45
4779 4595 76
3382 3802 24
696 2880 27
3135 307 43
402 4031 64
4115 1028 27
1964 807 5
991 385 65
3456 1950 97
3126 2910 42
1770 2689 37
1697 2423 39
520 4472 72
2246 2607 79
2340 3010 10
3303 3477 38
2482 441 46
2586 2785 83
50 2593 85
1398 719 47
2239 3841 37
4028 538 12
3266 2410 84
1737 1008 44
516 3348 6
4677 1652 83
3515 4134 76
4512 3072 13
2246 4475 7
1930 873 78
877 3113 72
3865 2141 10
628 1759 73
1864 4849 81
707 1717 30
264 1394 34
3298 1261 20
3125 2125 92
738 4371 67
2296 2654 93
4573 4883 6
2044 100 99
1406 728 10
4530 2592 59
2310 4651 76
3439 1267 23
2572 4565 84
2191 2691 10
1235 4781 33
3401 2077 39
2793 3002 22
1650 1399 22
4000 4157 51
4462 3687 95
4772 2349 99
448 789 66
222 4713 84
1257 3257 75
4418 844 8
1951 597 85
4841 3391 39
1263 1393 90
4136 1746 47
2738 1208 86
3933 2332 36
2483 2780 77
948 4354 42
331 612 51
3757 30 95
1964 3333 93
3600 4527 36
4591 790 81
1980 1278 27
4879 4017 87
1464 4302 20
1751 1785 52
2827 4085 59
1321 769 71
3071 878 53
666 4195 39
210 2795 66
3145 3738 8
3825 719 38
2604 598 55
3942 3414 57
2613 166 94
4065 4345 32
2575 666 1
1697 90 79
2201 756 74
1039 966 22
756 4111 60
2615 4288 31
753 1892 81
4259 2187 96
2068 4800 14
3013 217 11
3044 2792 78
196 4489 68
1875 1691 76
4100 4082 94
473 1191 57
585 158 45
1415 2263 90
4196 2875 77
391 4943 29
4456 2956 47
2866 2353 91
3295 2549 81
3814 776 24
1441 4877 58
34 1702 1
4090 2287 60
3787 3703 75
376 2899 50
504 4642 45
1784 450 54
1930 3316 7
2573 2964 56
1353 3130 33
4528 4572 62
3137 4606 64
2938 3697 52
4249 3836 7
2823 564 58
625 1068 100
3369 4204 2
422 2487 18
1180 60 34
3136 2765 65
2220 2293 37
1181 430 43
3196 4720 92
2499 3969 28
505 3145 92
2762 3770 12
1013 3491 69
4714 266 56
3084 1446 16
4417 934 81
233 3154 26
4269 687 8
4264 3884 29
4307 1383 98
3187 1889 43
2630 1003 65
4494 2017 57
562 1731 23
4117 1167 69
2732 1937 56
464 2170 10
1841 2792 50
3648 2056 34
176 2715 69
2026 902 10
2020 3533 14
785 3027 83
3041 3589 66
1915 4058 34
2235 3142 71
3490 3606 41
4252 1799 33
701 447 41
1034 1976 57
454 4002 11
1764 2374 44
4077 3159 23
4759 2552 64
3524 4467 74
4809 3055 16
1679 1545 74
2072 2149 73
3904 2850 73
497 236 49
4805 691 3
15 2455 77
111 2884 89
3233 3995 41
2649 3871 61
1122 3681 16
2738 360 13
663 3784 63
4036 4041 65
4208 4538 2
2708 4343 93
210 4358 100
1438 821 36
826 407 31
2767 3056 2
1879 530 83
4046 4620 96
2758 284 80
4972 4320 73
37 4880 11
338 2588 6
2682 4150 17
3833 588 38
2868 1415 45
898 534 1
4151 3765 32
1086 2811 4
4733 569 88
2164 542 60
3637 579 40
999 2269 80
2705 1303 30
121 136 19
3358 3004 86
2003 254 72
55 4405 37
3638 1843 48
1842 1576 17
1681 3741 11
841 3730 42
4880 4729 63
2860 2434 66
1341 2555 2
411 2266 6
896 621 60
3267 2028 18
755 667 61
4702 3861 38
571 542 31
1981 1383 61
1675 2616 42
3637 1828 77
1903 3169 84
1656 3581 2
3062 829 23
1073 4097 52
3490 1204 71
4103 907 84
1292 1478 78
3574 4811 14
3234 2838 30
327 1476 58
3503 4731 79
1939 1387 60
2640 801 90
3963 1875 39
3666 1717 43
388 2172 2
971 3464 80
4800 2038 44
13 1624 82
2842 1952 10
3851 1807 41
3030 3746 81
2141 1387 82
730 1702 57
1120 368 27
2715 2108 99
216 4431 64
548 4231 54
2043 4245 31
24 2087 83
834 2291 90
2726 321 89
1006 2462 76
88 4545 78
2396 665 98
2774 4732 6
3973 1301 37
4988 1849 20
4393 244 65
423 268 5
3405 2454 96
4547 1533 17
4435 2539 31
2062 3979 76
39 2728 94
1088 502 26
2893 827 27
481 2167 28
2300 1561 72
4717 3336 93
4221 3094 99
2368 2641 32
836 3428 24
1766 490 3
2242 1881 83
1087 2969 38
4664 2214 65
4543 4047 85
1270 2699 46
4594 3768 82
4538 2989 28
1936 1709 69
2220 2545 49
43 4312 91
3197 2906 72
4080 3993 93
1817 3657 59
1733 4552 6
3817 823 58
3814 1769 26
2148 2659 68
3575 4595 77
3996 3167 23
2844 3210 35
4887 2760 93
2458 3192 38
4351 1361 47
1161 3094 100
667 3264 75
576 3430 44
2901 578 3
4568 506 50
2945 4502 70
219 3698 32
1805 3585 92
1297 1044 36
1134 1747 97
980 4260 44
379 4927 60
1953 1855 90
1648 4757 69
4002 677 75
2304 4974 29
3773 193 27
4804 1998 13
4948 4647 9
3283 781 8
2980 3114 68
3475 4845 48
2234 3151 3
4423 4799 12
3543 154 90
3169 2458 64
2297 1231 10
124 1035 60
2888 983 8
3048 4267 41
1307 3599 55
2474 2074 53
1273 660 4
576 83 55
2339 4979 9
3428 3148 67
844 446 98
4805 1922 86
764 4810 21
1371 4210 40
464 517 39
2670 4343 65
4722 617 25
1277 2545 61
2632 4884 40
4140 4665 40
3107 509 86
4656 314 60
2241 2430 22
2162 154 32
4053 618 49
3192 3288 93
2108 4363 62
1685 640 7
2697 3272 91
3688 2413 56
2827 1872 17
3765 1528 83
1624 122 14
646 2284 68
3877 1337 86
3978 881 26
3422 4342 41
3483 1027 82
1089 3724 6
4931 2412 71
3439 1591 43
2455 356 24
4490 3333 46
2603 3979 82
870 4208 71
1107 3186 53
4632 1608 95
3873 1443 74
106 3884 50
963 3816 14
4234 3607 5
728 1062 14
3751 1904 47
3248 4507 26
29 377 86
4500 1484 73
4852 2469 33
898 2694 29
4323 4152 13
1472 115 29
2385 701 36
1241 1430 51
454 1533 55
4352 4782 15
2229 1163 92
4315 663 29
4587 1867 50
4171 4117 96
199 3440 48
112 1264 63
192 3649 17
3880 1243 99
4982 3049 32
2988 2402 66
502 4631 30
4746 3946 93
474 4885 61
1375 409 30
4970 1960 71
4069 3424 35
3283 3617 37
3199 3849 80
897 3831 81
129 1819 83
1846 3674 67
3375 3420 65
1920 246 3
2332 1621 12
1861 2943 72
1183 2012 97
418 295 66
1006 4847 15
2837 744 98
2717 2225 69
1352 4072 43
4618 3799 15
4534 719 61
4336 4403 34
4547 1265 29
3071 2448 41
19 4218 89
584 224 36
1350 3061 80
2299 779 58
1419 2131 30
2862 3101 81
428 2635 1
1889 3324 4
2674 4223 21
1403 2294 22
3495 3665 40
883 601 17
4470 3303 78
3802 602 9
359 2022 92
2340 1236 45
3120 1664 33
972 4905 57
1876 2580 80
1748 335 27
4069 3830 92
1961 4714 46
77 536 49
1254 4338 52
915 4697 26
2706 2037 14
3951 158 78
4183 1130 36
2739 4358 16
1870 2459 51
4648 2880 33
1092 4841 99
3137 4918 36
3485 2525 74
788 3440 24
1465 2498 13
3378 1449 23
3308 1984 6
3143 1075 64
1910 4298 75
1012 3946 56
3944 38 49
2943 4527 68
2478 3013 45
2703 153 37
2626 2971 35
939 1349 37
761 1009 73
3066 4152 49
1082 2414 47
2908 3426 45
1263 3723 84
2164 3018 11
2983 1848 76
1327 4551 82
815 3530 53
1449 821 54
1237 2934 64
3010 2353 68
2210 4787 83
708 2695 61
3152 311 84
1987 2475 2
350 458 2
1725 3137 54
958 3952 36
3162 401 57
1716 2991 43
2631 1001 96
2698 3211 83
1532 271 79
3793 3423 42
1128 411 17
1482 761 27
3683 3838 64
1788 4797 16
3423 4311 69
2231 2379 60
3974 10 61
4421 4061 24
3304 1945 95
1234 2090 71
4475 3219 82
1543 1053 95
4069 1088 33
4732 2877 82
4347 2652 94
715 1236 25
75 1562 88
1787 983 49
3063 4287 46
4609 1873 37
4579 1348 56
1312 4243 61
3806 3312 49
1491 3044 78
3972 3743 83
2117 4459 71
3994 886 33
881 4025 16
1829 3440 56
1074 3050 81
3762 3981 30
4669 1646 25
1629 452 38
1030 3295 82
3307 2268 78
941 737 37
4811 4731 75
243 612 100
3011 3793 41
1418 1220 43
1698 4982 76
4679 4652 22
1904 2633 27
2441 3663 22
2374 3323 42
1051 4264 80
539 428 63
2265 671 28
3017 34 21
2209 1452 93
4451 3151 28
2026 4182 80
2600 1086 65
3626 4879 29
2947 2254 52
889 4657 68
4568 197 96
682 3814 20
2409 1831 6
4282 4040 59
2374 3491 62
1801 1870 96
2232 4470 83
297 3096 62
3377 1043 68
4780 3284 26
1799 4204 75
2895 4887 89
2366 2296 21
3223 1578 13
533 305 5
994 3458 27
1990 691 49
424 2340 97
2385 717 92
2953 1849 77
4530 3648 81
1304 2895 68
1892 261 17
664 4837 47
3477 370 52
1133 1365 11
2011 4707 54
2359 1483 46
2155 220 15
4346 3173 64
1174 4055 12
855 359 8
422 3604 21
4990 4268 58
1137 2745 29
2588 230 46
3850 2241 5
2155 4600 40
2800 3107 60
1866 3806 86
1429 4980 41
993 835 1
2100 2610 5
1172 2600 25
82 89 23
4362 4030 53
1359 2880 95
4415 1388 47
3954 540 55
3713 2407 61
2998 3836 41
1339 4829 29
1391 3281 39
47 806 91
2971 888 81
4993 250 11
2246 2961 43
3092 2376 31
3538 2682 72
3444 1395 31
2156 746 67
849 3437 49
377 4828 30
3867 1227 88
4957 4198 76
1137 4192 78
1347 2790 39
2142 882 67
2972 772 49
695 4217 97
825 2725 95
1144 3574 32
2644 3951 12
2425 2818 39
3013 4128 89
4488 265 81
3918 2965 71
1308 1459 5
1075 783 78
4875 1479 47
1423 3656 24
3717 1152 99
4448 3796 2
2711 1222 73
2201 4235 1
890 3723 18
3770 3993 35
793 302 94
49 1377 78
78 2604 9
676 4028 17
4000 2745 70
2250 3546 66
4451 2609 88
2175 4811 23
4027 2053 99
2497 2175 92
3931 2968 94
3177 4370 23
3206 4448 80
1066 1477 60
2582 477 57
251 4079 3
3069 3530 65
756 2058 28
4031 1085 81
1029 3582 56
3372 3866 77
1018 3395 47
40 2953 47
4371 371 24
2730 2953 53
187 4557 32
2541 2626 15
2505 4734 25
3632 3765 10
3164 1146 45
3520 4519 63
3196 537 10
3594 1929 63
4792 1301 34
2468 383 39
1972 570 48
556 3112 74
4022 1969 61
4546 1954 26
2507 118 73
4051 4990 44
2165 4538 81
3674 4484 62
4488 4277 15
673 3097 99
4812 69 69
4859 625 33
3885 4647 55
2645 545 9
1522 3053 79
194 3456 70
4737 622 60
1169 648 45
4531 137 74
1897 810 71
3295 1974 40
1616 1834 18
3048 2071 65
2802 1068 11
862 2590 16
4041 4137 72
3562 226 94
3973 1396 95
2517 2279 32
3042 528 94
312 3824 69
2652 440 55
3321 4840 26
2285 3995 46
3147 4857 36
2062 250 25
786 164 52
3779 4138 100
125 3007 31
256 1050 59
2550 2714 83
1818 1718 75
624 39 16
1501 3677 11
3446 1824 20
2981 239 71
3006 1025 87
4609 1156 77
2608 1282 37
4238 2890 87
2748 440 53
3731 3610 72
1505 586 11
472 2087 88
3434 533 65
1254 4867 4
676 4225 81
262 3834 37
339 2794 71
4775 3384 62
1613 1132 54
1165 1215 17
3788 4073 3
99 4545 91
86 2980 76
4602 4234 43
3005 4910 20
137 1524 6
3426 3215 100
2996 4342 84
1809 955 69
1063 3473 84
1631 2261 57
1433 3712 55
4675 151 35
3451 4753 21
3445 4111 83
2665 4248 7
2070 2674 23
622 2023 65
1205 3832 73
4273 1247 98
4909 2878 11
3265 664 24
2519 1691 75
1105 1494 80
3925 4940 91
4359 3957 40
1318 2379 66
1492 3001 41
1008 559 74
1480 1184 73
3129 1093 4
2040 711 68
1015 4582 11
3789 688 6
2668 965 46
2011 325 55
602 2995 34
1867 4487 88
1508 495 47
1333 3328 83
3757 1457 29
4060 4849 40
1379 864 22
390 1005 62
895 3674 28
2692 685 5
3446 1287 52
1579 4506 39
418 2366 34
3464 51 14
399 3809 24
3427 4221 73
2166 601 38
1839 2343 95
2201 4590 69
4880 2282 6
4236 728 45
1587 3659 4
3425 4078 22
2110 3894 74
4124 4293 35
299 2720 56
4971 1238 9
1860 3078 4
4755 1631 94
2675 1511 76
2633 2099 4
229 3686 16
2332 3463 46
3154 1925 40
379 2401 86
1413 2700 6
3020 2672 45
229 884 75
1132 1991 6
1626 4667 69
4401 3652 68
4257 3881 6
4124 1214 21
3069 720 46
2260 1099 100
745 2512 100
3303 532 24
2099 2113 9
3973 4598 52
3830 1224 19
198 1977 71
17 2586 53
3522 3062 19
3194 2483 39
3439 4744 90
2438 489 54
490 3792 38
1213 2243 52
4173 1216 50
4125 46 26
95 1596 55
4718 1613 94
3222 1487 56
4292 4681 40
1082 4473 36
3971 3263 25
724 105 70
4361 2671 13
1464 1844 82
3165 2321 28
2442 3769 77
3697 4839 90
242 3061 30
3497 2353 63
588 3435 36
2423 3758 52
1100 834 57
4921 195 28
4633 3012 25
3266 1177 98
1946 3620 19
2222 3669 58
463 3911 19
192 2408 24
955 4349 11
2542 1772 69
2393 4224 3
3702 4145 51
1329 131 63
3505 3397 92
3003 1695 64
3973 3917 33
3431 4381 44
949 4573 5
3525 528 6
4535 4423 30
656 1816 55
1258 518 100
4760 3200 83
1274 3057 81
3966 2412 76
2981 1386 46
4314 4817 27
909 766 52
4913 643 33
970 179 56
3800 835 24
854 3445 43
3405 3206 95
1088 4480 52
3520 4798 65
2647 2780 51
692 3446 68
4470 4355 86
4174 621 30
4406 1591 61
413 391 48
3236 2597 93
2930 1003 51
824 3443 84
1776 1963 82
1492 962 14
1242 3007 12
2161 2477 68
3846 3003 41
2527 3761 32
1387 4174 76
2434 2411 25
3279 1693 28
2329 2518 23
2212 646 86
3246 2138 1
3411 4732 8
2023 1893 37
4990 2091 41
1282 971 2
4165 2358 29
2440 1145 92
4665 4424 85
4244 1753 55
2267 318 1
3604 3564 91
2256 3327 75
2563 350 20
3052 1692 12
1544 2974 35
2445 2140 93
225 932 90
416 1949 14
3653 1194 20
4407 4813 90
808 4769 6
2050 2026 33
4377 941 84
3596 3993 76
1259 537 3
4893 4335 43
2238 4560 27
727 1329 77
4993 4982 71
2364 4389 36
53 1549 5
2658 4952 83
3590 4329 25
1225 2925 18
553 537 8
2855 1782 43
3649 4020 55
375 4748 84
4051 1093 66
273 3457 8
1308 3510 57
3465 2520 9
2647 1110 38
4123 3688 16
4593 4241 5
600 3448 87
942 3449 8
2196 3824 8
1132 4228 1
3697 4501 58
2004 2162 20
3213 1979 40
3021 978 2
3511 1454 90
3278 1047 83
4934 1647 83
2020 2589 32
4479 1137 9
1686 2269 37
4986 967 90
3095 4323 4
4714 2536 35
205 1910 66
1807 1773 20
3448 1403 67
683 1337 14
1365 3357 3
1849 2837 92
1157 4523 62
1045 862 81
1786 309 4
4690 1376 93
2276 1581 55
841 4740 28
860 4541 31
1926 224 20
4639 2941 77
1293 4790 66
4085 2299 90
4146 3344 4
2878 131 65
933 1173 41
1525 3449 75
1731 4291 67
3710 151 8
2092 3430 84
1811 3069 26
4888 715 68
2153 1152 68
294 298 12
649 4528 95
2666 461 68
4706 3339 70
1032 70 13
2099 133 16
4058 2225 46
1242 4037 68
2719 277 83
3986 3782 35
2553 4077 85
817 1078 13
563 3744 26
131 4803 65
852 2187 88
864 4286 21
2379 4697 46
2325 939 35
3044 3658 12
3126 3996 95
712 1550 24
4948 3719 54
3712 4282 99
2937 4413 54
1854 1617 41
841 2481 80
1313 1213 77
4010 4890 68
745 2934 78
4108 1060 74
1254 3124 76
2477 3072 95
2483 1784 78
4881 4721 43
4786 2927 61
526 120 94
1905 1433 7
4333 1796 97
2700 3893 31
2429 3001 43
1155 4256 67
1430 3085 91
425 568 75
3702 1801 49
2744 1587 76
4756 3466 97
4250 371 82
1308 1057 78
1905 109 71
1787 2539 25
2730 3694 33
3148 124 18
1639 1901 39
3265 1955 92
4613 1052 32
241 808 98
989 1410 21
4522 2719 78
3500 976 88
2722 2763 79
4946 1845 73
2778 4994 49
48 1633 3
4238 1250 58
1581 864 10
512 2457 71
4261 3446 81
3382 4320 52
4911 2820 28
198 1895 92
4376 1841 37
3600 972 83
4301 2372 68
1903 1610 19
1460 4543 35
3422 56 92
1192 4317 90
1724 4051 10
4976 3963 83
555 513 78
3898 1242 71
4087 1194 95
4269 495 67
2437 2398 29
1855 211 73
4841 4985 81
3932 2529 50
4173 4253 54
2382 581 17
1116 1137 82
1745 1387 24
4216 474 19
4010 4744 66
2529 3533 17
4009 1740 28
33 1581 65
1113 513 94
4215 1038 99
1368 4772 33
3836 889 22
1817 2634 9
2393 3202 84
4163 3565 28
1428 1094 61
2444 1455 1
23 1489 34
3939 2602 99
4032 3169 37
1083 4537 9
3715 3373 50
188 1543 85
1696 288 87
3679 4451 4
1758 879 98
3370 4676 54
1722 1051 43
1655 4991 97
3453 375 19
1289 1458 8
250 1525 82
99 3065 77
3935 4762 65
974 4793 68
1577 1552 47
4627 1274 75
2780 2997 27
3774 1004 70
3722 810 45
3192 3451 56
2200 3701 33
933 153 99
1209 4088 13
3125 62 6
4492 2992 10
3090 2619 85
2717 1751 34
2043 1877 90
4064 1951 100
1460 144 52
