1000 5000
649 104 22
542 343 91
613 830 34
600 302 13
385 125 16
904 927 19
990 535 65
260 754 75
676 683 24
718 381 21
593 30 77
366 924 72
756 889 3
890 489 57
254 874 34
670 130 61
788 472 97
153 732 3
627 761 38
303 831 19
923 424 49
351 790 73
122 547 62
76 789 4
332 43 30
66 65 61
78 206 33
626 711 18
280 690 79
617 993 62
335 916 87
83 619 29
107 742 28
669 170 17
424 855 13
53 273 30
813 351 36
398 978 99
715 258 90
145 876 83
758 563 52
444 647 71
625 754 65
352 775 36
221 199 43
133 605 16
814 418 67
350 168 97
300 235 8
589 732 36
224 491 99
775 935 98
297 912 5
914 265 80
701 486 32
343 971 89
258 785 7
876 487 28
473 788 63
32 377 96
467 601 87
465 728 74
815 378 87
919 292 4
150 993 90
933 688 61
321 946 46
480 174 34
807 999 22
369 31 51
16 498 53
802 316 33
228 483 11
566 402 3
169 552 48
610 838 36
670 159 34
867 639 9
552 446 8
673 168 92
876 184 90
328 339 58
212 567 41
123 485 95
325 654 100
225 264 38
460 286 97
994 153 37
54 706 35
761 731 3
852 959 88
794 639 27
403 852 46
496 975 31
342 652 37
741 877 53
978 690 91
727 684 44
115 90 2
949 851 86
304 56 45
843 202 37
721 957 89
166 453 64
448 796 68
736 889 46
288 868 36
478 595 72
173 710 62
927 11 65
764 315 73
560 158 75
996 879 85
284 397 38
899 197 86
167 933 76
664 573 96
851 403 91
722 929 53
35 856 64
551 972 32
124 532 90
250 881 22
334 517 19
224 417 17
909 936 50
836 600 76
631 803 79
373 877 8
177 912 16
993 463 40
124 587 25
413 190 6
286 524 23
205 748 92
673 658 28
74 846 80
49 830 35
780 555 12
87 733 76
955 726 40
146 850 79
870 615 69
475 902 94
950 459 42
193 132 52
373 206 51
504 608 81
439 388 88
250 827 21
326 134 99
217 281 1
47 151 69
716 979 23
261 281 82
554 474 66
858 847 24
8 352 84
340 143 72
227 393 52
200 71 86
898 288 19
151 336 71
19 404 2
141 17 83
74 571 9
491 781 9
466 789 13
50 481 56
373 709 1
524 261 73
162 159 13
80 662 1
150 681 5
903 174 22
937 600 46
446 91 27
506 558 69
918 960 50
825 333 11
125 858 72
849 20 84
862 100 46
562 603 80
19 506 54
492 444 7
537 242 98
716 748 8
36 666 68
485 491 54
348 968 12
471 818 84
754 680 36
700 594 39
679 613 98
184 458 94
290 995 36
840 63 84
299 99 2
719 937 45
472 285 13
83 756 83
418 863 15
853 915 10
892 946 75
141 130 33
834 773 81
769 613 96
804 912 96
857 631 85
401 103 22
265 538 30
948 308 93
662 162 8
323 406 54
950 547 37
682 381 10
114 502 75
610 306 39
557 515 71
441 916 26
962 533 17
591 833 25
84 848 39
843 171 45
549 121 92
385 156 25
346 270 27
920 232 85
758 789 100
580 230 16
858 192 2
26 136 35
150 220 35
141 415 7
185 964 80
129 349 88
453 47 11
280 967 43
764 78 85
764 658 15
31 868 60
832 894 96
819 397 68
653 538 83
11 723 48
843 852 49
830 306 97
792 938 16
635 702 94
619 466 5
185 850 73
296 34 68
191 205 65
10 859 3
893 222 78
92 65 31
640 248 89
588 40 27
504 27 81
497 998 48
501 536 50
726 832 84
493 376 90
657 386 1
359 279 75
488 723 93
118 364 41
758 304 33
336 808 13
617 658 63
364 511 99
665 237 84
648 730 60
189 739 46
589 450 78
564 939 53
956 409 69
948 168 74
332 504 34
744 121 92
507 837 56
157 854 45
640 503 28
851 44 67
449 986 18
678 550 9
630 858 18
299 158 38
272 490 95
405 587 68
549 446 58
204 955 12
448 596 67
775 447 12
194 248 98
63 926 100
871 557 10
440 856 68
530 128 10
476 885 49
543 434 95
800 990 51
264 791 99
230 918 98
593 112 47
942 175 73
841 398 82
302 191 38
921 721 18
31 197 56
79 92 90
926 245 33
728 509 76
126 91 94
675 685 7
473 979 34
198 173 33
479 475 24
617 397 97
586 780 94
441 859 86
83 137 31
715 865 92
842 343 84
535 371 21
693 844 52
27 42 25
111 874 1
386 491 50
382 429 30
927 871 41
564 954 79
447 21 44
838 863 40
673 750 11
545 444 7
